0	0.00538769
0.0245437	0.0381545
0.0490874	0.0510595
0.0736311	0.0689596
0.0981748	0.0954154
0.122718	0.126879
0.147262	0.152452
0.171806	0.173187
0.19635	0.183769
0.220893	0.22868
0.245437	0.235131
0.269981	0.253151
0.294524	0.281306
0.319068	0.316122
0.343612	0.340051
0.368155	0.362378
0.392699	0.391432
0.417243	0.406851
0.441786	0.413217
0.46633	0.455344
0.490874	0.467717
0.515418	0.505054
0.539961	0.509432
0.564505	0.523726
0.589049	0.565054
0.613592	0.56771
0.638136	0.587602
0.66268	0.614383
0.687223	0.643606
0.711767	0.662205
0.736311	0.685697
0.760854	0.704141
0.785398	0.714223
0.809942	0.724848
0.834486	0.737275
0.859029	0.747491
0.883573	0.77808
0.908117	0.797744
0.93266	0.791264
0.957204	0.818446
0.981748	0.834917
1.00629	0.849116
1.03084	0.843305
1.05538	0.85766
1.07992	0.888624
1.10447	0.891169
1.12901	0.88908
1.15355	0.898758
1.1781	0.920215
1.20264	0.946711
1.22718	0.935889
1.25173	0.956873
1.27627	0.967285
1.30082	0.974103
1.32536	0.973119
1.3499	0.980001
1.37445	0.977889
1.39899	0.974093
1.42353	0.984029
1.44808	0.980371
1.47262	0.990497
1.49717	0.993534
1.52171	1.00998
1.54625	0.987895
1.5708	0.995642
1.59534	0.984842
1.61988	1.00479
1.64443	1.00672
1.66897	0.986459
1.69351	0.990072
1.71806	0.999464
1.7426	0.973105
1.76715	0.974115
1.79169	0.96652
1.81623	0.979102
1.84078	0.977149
1.86532	0.968178
1.88986	0.941078
1.91441	0.928248
1.93895	0.91809
1.9635	0.930519
1.98804	0.917632
2.01258	0.897271
2.03713	0.894679
2.06167	0.868172
2.08621	0.860281
2.11076	0.851974
2.1353	0.84597
2.15984	0.836931
2.18439	0.828486
2.20893	0.816433
2.23348	0.778197
2.25802	0.787669
2.28256	0.766086
2.30711	0.747376
2.33165	0.72076
2.35619	0.698902
2.38074	0.701958
2.40528	0.658645
2.42983	0.651772
2.45437	0.619568
2.47891	0.607559
2.50346	0.609273
2.528	0.569842
2.55254	0.556896
2.57709	0.527882
2.60163	0.510292
2.62618	0.505461
2.65072	0.471433
2.67526	0.451189
2.69981	0.415619
2.72435	0.411917
2.74889	0.387684
2.77344	0.35677
2.79798	0.328759
2.82252	0.310461
2.84707	0.303216
2.87161	0.280598
2.89616	0.247317
2.9207	0.216237
2.94524	0.204348
2.96979	0.172995
2.99433	0.159744
3.01887	0.130798
3.04342	0.108927
3.06796	0.0696558
3.09251	0.0609415
3.11705	0.0209561
3.14159	-0.00079744
3.16614	-0.0337997
3.19068	-0.0440814
3.21522	-0.0736581
3.23977	-0.0994191
3.26431	-0.125442
3.28885	-0.140671
3.3134	-0.173689
3.33794	-0.184944
3.36249	-0.228972
3.38703	-0.22769
3.41157	-0.256529
3.43612	-0.301733
3.46066	-0.32538
3.4852	-0.33822
3.50975	-0.360815
3.53429	-0.36786
3.55884	-0.39578
3.58338	-0.431695
3.60792	-0.461837
3.63247	-0.463579
3.65701	-0.501375
3.68155	-0.499013
3.7061	-0.533452
3.73064	-0.56608
3.75518	-0.563234
3.77973	-0.605632
3.80427	-0.621122
3.82882	-0.635347
3.85336	-0.65945
3.8779	-0.662083
3.90245	-0.691292
3.92699	-0.7071
3.95153	-0.738709
3.97608	-0.739107
4.00062	-0.758617
4.02517	-0.771046
4.04971	-0.780442
4.07425	-0.807344
4.0988	-0.805474
4.12334	-0.833715
4.14788	-0.848751
4.17243	-0.850963
4.19697	-0.856393
4.22152	-0.881855
4.24606	-0.90132
4.2706	-0.918603
4.29515	-0.929099
4.31969	-0.925907
4.34423	-0.929768
4.36878	-0.929958
4.39332	-0.959373
4.41786	-0.968642
4.44241	-0.952629
4.46695	-0.95864
4.4915	-0.96902
4.51604	-0.972594
4.54058	-0.991072
4.56513	-1.00175
4.58967	-0.983334
4.61421	-0.983113
4.63876	-0.990772
4.6633	-1.00969
4.68785	-0.98762
4.71239	-1.00545
4.73693	-1.01244
4.76148	-0.985308
4.78602	-1.00471
4.81056	-1.0003
4.83511	-0.994573
4.85965	-0.993174
4.88419	-0.977916
4.90874	-0.974794
4.93328	-0.986465
4.95783	-0.964505
4.98237	-0.957718
5.00691	-0.960269
5.03146	-0.954139
5.056	-0.946962
5.08054	-0.927636
5.10509	-0.916044
5.12963	-0.915685
5.15418	-0.888787
5.17872	-0.897232
5.20326	-0.894544
5.22781	-0.859023
5.25235	-0.847039
5.27689	-0.839569
5.30144	-0.832798
5.32598	-0.825318
5.35052	-0.788777
5.37507	-0.801747
5.39961	-0.787262
5.42416	-0.767006
5.4487	-0.750901
5.47324	-0.720073
5.49779	-0.700098
5.52233	-0.697448
5.54687	-0.683149
5.57142	-0.665298
5.59596	-0.624392
5.62051	-0.615173
5.64505	-0.599657
5.66959	-0.575344
5.69414	-0.544749
5.71868	-0.544482
5.74322	-0.520624
5.76777	-0.507048
5.79231	-0.457301
5.81686	-0.437672
5.8414	-0.431533
5.86594	-0.398839
5.89049	-0.369268
5.91503	-0.363546
5.93957	-0.32648
5.96412	-0.32419
5.98866	-0.304999
6.0132	-0.261143
6.03775	-0.243244
6.06229	-0.218587
6.08684	-0.208393
6.11138	-0.185656
6.13592	-0.160645
6.16047	-0.134436
6.18501	-0.0890549
6.20955	-0.0818993
6.2341	-0.0497386
6.25864	-0.024099
